Date,Open,High,Low,Close,Adj Close,Volume
2014-02-03,1111.000000,1122.119995,1095.400024,1097.219971,937.551331,1362480
2014-02-04,1087.000000,1087.500000,1056.030029,1075.680054,919.145935,2694166
2014-02-05,1081.900024,1100.000000,1070.000000,1097.199951,937.534302,1853650
2014-02-06,1090.000000,1094.949951,1072.500000,1087.619995,929.348328,1922652
2014-02-07,1095.000000,1097.500000,1065.500000,1072.199951,916.172241,1990912
2014-02-10,1072.000000,1072.000000,1042.550049,1046.780029,894.451599,4019270
2014-02-11,1050.000000,1063.250000,1048.000000,1050.849976,897.929138,3568786
2014-02-12,1059.000000,1061.800049,1047.500000,1052.719971,899.527161,3074348
2014-02-13,1053.500000,1069.199951,1048.250000,1066.880005,911.626465,2094350
2014-02-14,1068.949951,1092.380005,1064.050049,1083.949951,926.212585,1910062
2014-02-17,1080.000000,1093.000000,1073.599976,1082.699951,925.144470,1670394
2014-02-18,1082.500000,1095.500000,1077.930054,1083.000000,925.400635,1526916
2014-02-19,1085.000000,1107.500000,1081.119995,1098.969971,939.046570,1072918
2014-02-20,1103.000000,1111.000000,1091.400024,1094.680054,935.380920,1587924
2014-02-21,1099.000000,1106.500000,1095.380005,1102.849976,942.362000,1717860
2014-02-24,1102.000000,1102.619995,1085.050049,1088.949951,930.484741,2450424
2014-02-25,1094.500000,1099.750000,1090.000000,1094.449951,935.184082,3305374
2014-02-26,1097.000000,1097.500000,1088.569946,1091.069946,932.296265,3859712
2014-02-28,1080.500000,1140.000000,1080.069946,1137.880005,972.294617,3988192
2014-03-03,1135.900024,1149.500000,1114.000000,1120.030029,957.042053,1606078
2014-03-04,1116.599976,1127.000000,1112.000000,1120.319946,957.289795,2030332
2014-03-05,1127.430054,1143.119995,1121.280029,1125.949951,962.100525,2302006
2014-03-06,1126.430054,1130.000000,1116.069946,1120.380005,957.341003,1314562
2014-03-07,1122.750000,1125.030029,1076.400024,1114.250000,952.103394,4698472
2014-03-10,1114.050049,1114.250000,1067.500000,1071.319946,915.420410,3829768
2014-03-11,1077.500000,1088.819946,1061.000000,1075.819946,919.265442,2550254
2014-03-12,1076.500000,1094.880005,1076.500000,1089.719971,931.142883,1669788
2014-03-13,1074.030029,1101.000000,1068.430054,1074.780029,918.376892,2019884
2014-03-14,1070.500000,1080.250000,1062.150024,1069.780029,914.104309,2161246
2014-03-18,1067.750000,1075.900024,1052.119995,1061.000000,906.602112,2565842
2014-03-19,1037.500000,1037.500000,1006.530029,1019.700012,871.312256,8652662
2014-03-20,1019.000000,1061.449951,1005.700012,1054.099976,900.706177,5728956
2014-03-21,1062.500000,1072.500000,1042.500000,1063.500000,908.738342,4680776
2014-03-22,null,null,null,null,null,null
2014-03-24,1068.469971,1078.969971,1063.069946,1076.300049,919.675720,2183014
2014-03-25,1072.000000,1086.000000,1065.000000,1073.319946,917.129456,2249968
2014-03-26,1074.030029,1079.250000,1043.780029,1046.750000,894.425842,3192350
2014-03-27,1050.469971,1057.500000,1032.530029,1047.119995,894.742126,5012476
2014-03-28,1048.500000,1061.430054,1040.030029,1051.050049,898.100159,2971162
2014-03-31,1052.000000,1072.469971,1041.000000,1066.569946,911.361572,2683268
2014-04-01,1072.500000,1092.500000,1072.449951,1088.349976,929.972229,2755932
2014-04-02,1095.000000,1101.000000,1080.530029,1086.119995,928.066589,3763016
2014-04-03,1086.430054,1091.000000,1073.800049,1083.250000,925.614258,1581194
2014-04-04,1086.000000,1093.500000,1065.000000,1069.430054,913.805359,1694656
2014-04-07,1065.050049,1082.969971,1060.349976,1076.900024,920.188416,2594986
2014-04-09,1076.000000,1081.000000,1052.500000,1070.199951,914.463562,3350500
2014-04-10,1070.199951,1074.319946,1057.599976,1063.069946,908.370789,2152886
2014-04-11,1059.000000,1087.449951,1050.000000,1082.050049,924.588989,2340742
2014-04-15,1090.500000,1129.000000,1087.030029,1126.380005,962.467896,3597244
2014-04-16,1132.000000,1132.000000,1092.099976,1098.150024,938.346130,3475910
2014-04-17,1110.000000,1113.500000,1071.349976,1111.449951,949.710510,7681438
2014-04-21,1110.000000,1121.449951,1105.650024,1110.880005,949.223572,1842594
2014-04-22,1116.969971,1124.949951,1109.949951,1110.530029,948.924500,1486274
2014-04-23,1115.699951,1121.949951,1100.550049,1106.880005,945.805847,1938992
2014-04-24,1106.880005,1106.880005,1106.880005,1106.880005,945.805847,0
2014-04-25,1113.500000,1117.500000,1096.599976,1102.619995,942.165710,3160448
2014-04-28,1102.619995,1111.349976,1090.050049,1095.680054,936.235596,2550766
2014-04-29,1093.000000,1103.180054,1088.449951,1097.119995,937.465942,1846180
2014-04-30,1092.550049,1102.800049,1090.500000,1094.599976,935.312561,2397378
2014-05-02,1090.619995,1109.949951,1090.619995,1104.219971,943.532654,1917778
2014-05-05,1105.400024,1114.500000,1102.069946,1106.849976,945.779968,1314478
2014-05-06,1106.849976,1110.800049,1095.000000,1099.449951,939.456848,961232
2014-05-07,1095.530029,1101.500000,1070.050049,1082.780029,925.212708,4716182
2014-05-08,1082.550049,1090.900024,1073.819946,1081.030029,923.717407,2606900
2014-05-09,1076.000000,1092.349976,1076.000000,1079.949951,922.794434,1799440
2014-05-12,1076.500000,1083.349976,1061.569946,1079.680054,922.563965,2886064
2014-05-13,1082.900024,1119.500000,1082.900024,1105.469971,944.600586,2547484
2014-05-14,1107.199951,1118.849976,1100.550049,1108.050049,946.805542,1389228
2014-05-15,1108.050049,1112.500000,1085.569946,1096.569946,936.995850,2520196
2014-05-16,1100.030029,1126.699951,1050.119995,1080.380005,923.161987,5241798
2014-05-19,1075.000000,1080.000000,999.750000,1018.349976,870.158691,6516606
2014-05-20,1014.000000,1080.000000,1014.000000,1034.099976,883.616577,4702114
2014-05-21,1030.599976,1044.500000,1027.900024,1041.430054,889.879944,4116946
2014-05-22,1048.380005,1062.000000,1037.550049,1055.969971,902.304199,4216842
2014-05-23,1059.500000,1074.500000,1048.000000,1063.949951,909.122803,3094780
2014-05-26,1074.500000,1084.800049,1066.800049,1077.000000,920.273743,2650850
2014-05-27,1080.069946,1092.300049,1059.000000,1065.719971,910.635498,1795094
2014-05-28,1070.000000,1079.380005,1061.219971,1075.280029,918.804077,1887488
2014-05-29,1072.500000,1090.000000,1067.599976,1079.969971,922.811646,2820710
2014-05-30,1079.400024,1083.500000,1065.069946,1070.680054,914.873779,2585648
2014-06-02,1072.000000,1078.880005,1058.030029,1064.930054,909.960327,1095158
2014-06-03,1064.930054,1069.000000,1052.599976,1064.300049,909.421997,2484628
2014-06-04,1065.000000,1067.449951,1038.500000,1044.619995,892.605896,2141062
2014-06-05,1041.550049,1058.199951,1034.000000,1052.069946,898.971619,4348470
2014-06-06,1050.069946,1053.900024,1028.000000,1042.119995,907.725464,3361586
2014-06-09,1043.500000,1059.000000,1040.000000,1056.900024,920.599487,2666196
2014-06-10,1057.500000,1080.469971,1057.500000,1079.069946,939.910400,2628068
2014-06-11,1082.500000,1107.000000,1069.099976,1103.469971,961.163818,3544562
