Date,Open,High,Low,Close,Adj Close,Volume
2015-01-19,530.000000,533.088013,523.650024,525.625000,406.724579,4087744
2015-01-20,526.750000,533.250000,525.362000,531.049988,410.922363,6804504
2015-01-21,532.875000,543.987000,529.500000,542.474976,419.762939,8494908
2015-01-22,543.700012,550.750000,540.325012,549.112000,424.898590,9958396
2015-01-23,550.000000,556.250000,541.275024,553.763000,428.497559,9486328
2015-01-27,555.250000,555.250000,532.525024,534.125000,413.301849,13739968
2015-01-28,537.500000,538.700012,532.575012,536.138000,414.859467,13134356
2015-01-29,536.250000,537.474976,531.900024,536.375000,415.042816,15369424
2015-01-30,540.375000,540.638000,531.737000,535.474976,414.346436,10833744
2015-02-02,535.375000,538.000000,531.513000,534.213013,413.369934,8702540
2015-02-03,534.213013,534.987000,525.500000,530.224976,410.283997,5265956
2015-02-04,534.974976,537.500000,531.599976,535.713013,414.530609,5160016
2015-02-05,537.700012,555.000000,537.000000,548.450012,424.386444,11875936
2015-02-06,551.250000,561.950012,547.125000,557.625000,431.485931,7453728
2015-02-09,550.000000,563.500000,550.000000,562.224976,435.045349,6536868
2015-02-10,560.750000,574.500000,560.250000,569.575012,440.732758,8516920
2015-02-11,570.125000,573.299988,564.062012,571.213013,442.000183,5796972
2015-02-12,570.750000,580.487000,568.250000,577.799988,447.097137,6287536
2015-02-13,574.900024,581.674988,571.500000,574.025024,444.176117,5657516
2015-02-16,570.075012,576.724976,566.312012,569.687988,440.820160,6244276
2015-02-18,572.638000,576.237000,564.536987,574.125000,444.253510,8613764
2015-02-19,573.500000,583.500000,573.013000,581.174988,449.708740,9673624
2015-02-20,582.125000,584.000000,569.224976,570.775024,441.661285,6971628
2015-02-23,575.000000,577.299988,562.025024,566.400024,438.276001,5090488
2015-02-24,569.750000,573.987000,564.400024,568.200012,439.668762,6437676
2015-02-25,572.224976,583.700012,570.000000,579.400024,448.335266,6044972
2015-02-26,576.875000,577.250000,561.349976,564.525024,436.825134,6445776
2015-02-27,568.724976,570.161987,562.875000,566.437988,438.305389,7801076
2015-02-28,null,null,null,null,null,null
2015-03-02,575.750000,577.125000,569.513000,572.924988,443.325012,7040992
2015-03-03,572.500000,575.737000,569.575012,574.463013,444.515045,4905552
2015-03-04,575.000000,578.474976,562.974976,568.661987,440.026276,4375228
2015-03-05,566.763000,574.687988,558.338013,561.900024,434.793915,5684916
2015-03-09,564.750000,564.750000,544.750000,547.513000,423.661407,7984720
2015-03-10,549.525024,551.737000,540.049988,549.500000,425.198883,6329916
2015-03-11,548.525024,560.000000,542.275024,545.549988,422.142426,6780912
2015-03-12,544.750000,556.612000,544.250000,554.575012,429.125885,5688564
2015-03-13,556.250000,557.500000,548.099976,555.099976,429.532074,6179684
2015-03-16,552.638000,570.500000,552.638000,566.661987,438.478699,6818632
2015-03-17,566.661987,569.875000,554.312012,560.125000,433.420441,5539312
2015-03-18,563.625000,565.713013,555.638000,557.375000,431.292480,4905564
2015-03-19,558.650024,562.250000,555.687988,557.612000,431.475861,6891740
2015-03-20,560.250000,567.224976,558.237000,564.362000,436.698975,6430896
2015-03-23,563.250000,568.750000,556.375000,558.362000,432.056213,5078700
2015-03-24,558.724976,563.349976,551.500000,552.862000,427.800385,6736532
2015-03-25,555.724976,557.286987,550.187988,554.775024,429.280640,6170968
2015-03-26,552.000000,553.724976,533.000000,536.588013,415.207703,15740840
2015-03-27,541.000000,556.174988,540.750000,550.536987,426.001251,10074220
2015-03-30,551.400024,560.000000,548.724976,557.000000,431.002258,4623088
2015-03-31,561.250000,568.411987,551.088013,554.588013,429.135956,8016412
2015-04-01,549.724976,549.875000,539.424988,543.487000,420.546021,6738488
2015-04-06,544.750000,546.174988,540.099976,544.549988,421.368591,7741752
2015-04-07,543.750000,545.700012,534.500000,539.875000,417.751129,8542268
2015-04-08,545.625000,551.224976,543.263000,550.138000,425.692505,10185576
2015-04-09,552.849976,554.724976,546.099976,553.750000,428.487549,10581548
2015-04-10,552.549988,559.500000,552.549988,558.487000,432.152954,7123776
2015-04-13,559.500000,561.000000,554.025024,559.700012,433.091583,4872336
2015-04-15,559.125000,561.250000,548.763000,553.424988,428.235962,6237784
2015-04-16,555.500000,557.750000,540.125000,548.661987,424.550446,9007812
2015-04-17,545.013000,548.737000,538.362000,544.812012,421.571350,6450316
2015-04-20,544.000000,545.000000,528.786987,533.036987,412.459930,12825384
2015-04-21,537.000000,538.775024,530.025024,535.650024,414.481842,8881648
2015-04-22,537.763000,538.750000,524.487000,534.424988,413.533966,12350984
2015-04-23,537.174988,537.500000,528.000000,530.500000,410.496826,11891800
2015-04-24,533.974976,537.549988,495.000000,498.799988,385.967590,43565452
2015-04-27,500.000000,500.500000,487.024994,496.162994,383.927155,19822640
2015-04-28,495.500000,495.500000,488.000000,490.225006,379.332336,10393500
2015-04-29,490.225006,493.000000,484.487000,490.287994,379.381042,8289056
2015-04-30,490.000000,491.250000,483.075012,485.562012,375.724182,13134260
2015-05-04,489.875000,500.000000,487.475006,498.274994,385.561401,13361592
2015-05-05,500.000000,500.924988,488.013000,490.687988,379.690582,9408516
2015-05-06,493.750000,493.750000,478.825012,480.513000,371.817261,10508408
2015-05-07,480.500000,491.774994,477.500000,486.000000,376.063019,6779984
2015-05-08,489.500000,491.888000,486.312012,489.487000,378.761292,5777676
2015-05-11,491.250000,500.000000,488.049988,498.412994,385.668121,4785512
2015-05-12,498.412994,498.649994,485.500000,486.774994,376.662750,8284892
2015-05-13,487.937988,491.225006,482.125000,489.174988,378.519867,7099084
2015-05-14,490.000000,490.200012,477.000000,483.700012,374.283325,6233844
2015-05-15,483.750000,491.649994,483.075012,490.437988,379.497131,5189344
2015-05-18,492.500000,499.725006,490.399994,498.263000,385.552094,6469976
2015-05-19,496.825012,508.924988,496.500000,505.587006,391.219330,10272076
2015-05-20,510.000000,513.000000,508.399994,511.825012,396.046234,5882188
2015-05-21,512.224976,515.474976,509.312012,512.112000,396.268372,10059312
2015-05-22,511.000000,512.888000,507.524994,511.612000,395.881409,6888824
2015-05-25,512.625000,514.138000,501.763000,504.200012,390.146088,4675808
2015-05-26,505.000000,507.862000,500.537994,501.825012,388.308319,3965040
2015-05-27,501.750000,502.250000,488.750000,492.125000,380.802521,8454708
2015-05-28,493.799988,508.000000,493.799988,504.149994,390.107391,10980540
2015-05-29,501.212006,514.112000,500.250000,505.787994,391.374878,18993044
2015-06-01,508.200012,516.000000,505.812012,511.950012,396.143005,5724892
2015-06-02,512.025024,513.775024,501.250000,502.162994,388.569885,4673140
2015-06-03,504.549988,509.862000,502.000000,505.225006,390.939240,5495796
2015-06-04,507.500000,513.750000,503.149994,507.013000,392.322723,7489464
2015-06-05,507.500000,511.000000,502.037994,502.912994,389.150177,6125788
2015-06-08,505.000000,506.162994,496.750000,500.013000,386.906219,6141048
2015-06-09,500.937988,501.912994,495.750000,498.024994,385.367859,7561740
2015-06-10,497.500000,509.837006,496.250000,506.625000,392.022522,6385840
2015-06-11,508.987000,511.187988,498.763000,499.412994,386.441986,9229464
2015-06-12,501.250000,506.388000,488.875000,493.763000,406.055420,9852924
2015-06-15,488.475006,499.399994,484.000000,495.225006,419.798218,5236426
2015-06-16,497.174988,501.500000,492.500000,499.674988,423.570465,5223444
2015-06-17,505.500000,510.500000,496.100006,497.850006,422.023438,6412068
2015-06-18,502.799988,503.975006,497.899994,500.975006,424.672485,3474426
2015-06-19,505.149994,505.200012,496.549988,497.674988,421.875061,6670458
2015-06-22,502.450012,514.375000,498.500000,511.924988,433.954651,5710868
2015-06-23,512.500000,513.700012,499.075012,500.200012,424.015503,6952116
2015-06-24,507.500000,507.500000,495.600006,497.549988,421.769135,7073694
2015-06-25,499.600006,501.750000,493.825012,495.225006,419.798218,7117466
2015-06-26,499.500000,505.799988,499.049988,502.625000,426.071136,5320284
2015-06-29,493.500000,499.750000,491.250000,495.075012,419.671112,5690668
2015-06-30,495.000000,496.725006,490.000000,492.174988,417.212769,6212530
2015-07-01,494.500000,502.500000,493.000000,498.700012,422.743958,6880852
2015-07-02,499.500000,500.700012,492.524994,494.000000,418.759796,4007568
2015-07-03,494.000000,496.500000,491.000000,495.149994,419.734650,2695306
2015-07-06,492.500000,494.000000,487.500000,491.649994,416.767731,4305602
2015-07-07,492.500000,495.000000,489.500000,490.250000,415.580963,3497418
2015-07-08,489.500000,489.500000,477.399994,478.750000,405.832520,7024178
2015-07-09,478.750000,483.000000,467.024994,469.000000,397.567505,8587772
2015-07-10,474.049988,476.049988,466.325012,468.750000,397.355591,7411522
2015-07-13,470.500000,477.500000,467.024994,475.075012,402.717255,6531768
2015-07-14,477.500000,486.750000,472.750000,485.625000,411.660339,5367074
2015-07-15,485.000000,492.975006,484.000000,492.000000,417.064392,4129566
2015-07-16,493.850006,495.750000,489.750000,494.524994,419.204834,3472938
2015-07-17,495.500000,502.250000,494.549988,500.924988,424.630066,3447978
2015-07-20,500.700012,505.399994,493.700012,500.625000,424.375763,4377180
2015-07-21,517.500000,574.500000,517.500000,556.325012,471.592255,38310112
2015-07-22,552.500000,556.000000,538.325012,551.575012,467.565704,12665660
2015-07-23,551.974976,558.500000,545.000000,549.000000,465.382935,7710748
2015-07-24,547.775024,553.224976,541.549988,543.799988,460.974854,4480302
2015-07-27,543.450012,543.974976,530.224976,532.650024,451.523132,6752244
2015-07-28,534.250000,538.000000,527.125000,531.424988,450.484619,8476602
2015-07-29,537.000000,546.000000,532.500000,542.700012,460.042389,7071334
2015-07-30,545.000000,545.000000,529.000000,535.000000,453.515167,11956598
2015-07-31,539.275024,540.674988,530.000000,538.525024,456.503296,7931012
2015-08-03,539.000000,546.000000,534.474976,539.474976,457.308624,7961012
2015-08-04,539.000000,539.474976,525.500000,528.625000,448.111176,9099054
2015-08-05,531.000000,545.000000,530.974976,543.174988,460.445038,4753476
2015-08-06,547.000000,552.750000,538.500000,543.474976,460.699341,7238252
2015-08-07,539.750000,550.500000,539.250000,547.799988,464.365570,4988058
2015-08-10,549.000000,553.174988,533.500000,543.000000,460.296722,3992754
2015-08-11,549.400024,558.450012,547.849976,554.575012,470.108734,7574406
2015-08-12,557.500000,574.500000,555.500000,572.200012,485.049377,10168440
2015-08-13,573.500000,583.424988,527.775024,579.000000,490.813599,9787960
2015-08-14,582.500000,584.349976,571.549988,574.625000,487.104950,5109066
